1,1,1,1,1,1,1,1,1,1,1,1
0.25849,0.23269,0.22815,0.22914,0.23082,0.23227,0.23545,0.24355,0.26146,0.30408,0.39723,0.62973
0.33149,0.31975,0.31773,0.31817,0.31891,0.31956,0.32099,0.32464,0.33287,0.35327,0.40233,0.55773
0.35739,0.35196,0.35104,0.35124,0.35158,0.35188,0.35253,0.35421,0.35804,0.36774,0.39242,0.48502
0.25396,0.25058,0.25,0.25013,0.25034,0.25052,0.25093,0.25198,0.25437,0.2605,0.27651,0.36086
